"Vuosi";"Koulutusaste";"Sukupuoli";"Asuinmaakunta";"Koulutusala";"Tutkinnon suorittaneet vuosi ennen tilastovuotta yhteensä (lkm)";"Työlliset yhteensä vuosi valmistumisen jälkeen (lkm)";"Työlliset yhteensä vuosi valmistumisen jälkeen (%)";"Päätoimiset työlliset vuosi valmistumisen jälkeen (lkm)";"Päätoimiset työlliset vuosi valmistumisen jälkeen (%)";"Työlliset opiskelijat vuosi valmistumisen jälkeen (lkm)";"Työlliset opiskelijat vuosi valmistumisen jälkeen (%)";"Päätoimiset opiskelijat vuosi valmistumisen jälkeen (lkm)";"Päätoimiset opiskelijat vuosi valmistumisen jälkeen (%)";"Työttömät vuosi valmistumisen jälkeen  (lkm)";"Työttömät vuosi valmistumisen jälkeen (%)";"Muut vuosi valmistumisen jälkeen  (lkm)";"Muut vuosi valmistumisen jälkeen (%)";"Tutkinnon suorittaneet kolme vuotta ennen tilastovuotta yhteensä (lkm)";"Työlliset yhteensä kolme vuotta valmistumisen jälkeen (lkm)";"Työlliset yhteensä kolme vuotta valmistumisen jälkeen (%)";"Päätoimiset työlliset kolme vuotta valmistumisen jälkeen (lkm)";"Päätoimiset työlliset kolme vuotta valmistumisen jälkeen (%)";"Työlliset opiskelijat kolme vuotta valmistumisen jälkeen (lkm)";"Työlliset opiskelijat kolme vuotta valmistumisen jälkeen (%)";"Päätoimiset opiskelijat kolme vuotta valmistumisen jälkeen (lkm)";"Päätoimiset opiskelijat kolme vuotta valmistumisen jälkeen (%)";"Työttömät kolme vuotta valmistumisen jälkeen  (lkm)";"Työttömät kolme vuotta valmistumisen jälkeen (%)";"Muut kolme vuotta valmistumisen jälkeen  (lkm)";"Muut kolme vuotta valmistumisen jälkeen (%)"
"2021";"32 Ammatillinen peruskoulutus";"Sukupuolet yhteensä";"Pohjois-Pohjanmaa";"Tietojenkäsittely ja tietoliikenne (ICT)";176;57;32;43;24;14;8;49;28;56;32;14;8;170;80;47;59;35;21;12;45;26;33;19;12;7
"2021";"32 Ammatillinen peruskoulutus";"Sukupuolet yhteensä";"Kainuu";"Tietojenkäsittely ja tietoliikenne (ICT)";31;8;26;5;16;3;10;18;58;2;6;3;10;38;14;37;12;32;2;5;17;45;3;8;4;11
"2021";"32 Ammatillinen peruskoulutus";"Sukupuolet yhteensä";"Lappi";"Tietojenkäsittely ja tietoliikenne (ICT)";69;21;30;18;26;3;4;17;25;25;36;6;9;41;22;54;15;37;7;17;12;29;6;15;1;2
"2021";"32 Ammatillinen peruskoulutus";"Sukupuolet yhteensä";"Ahvenanmaa";"Tietojenkäsittely ja tietoliikenne (ICT)";8;.;.;.;.;.;.;.;.;.;.;.;.;20;14;70;12;60;2;10;3;15;2;10;1;5
"2021";"32 Ammatillinen peruskoulutus";"Sukupuolet yhteensä";"Tuntematon";"Tietojenkäsittely ja tietoliikenne (ICT)";.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
"2021";"32 Ammatillinen peruskoulutus";"Miehet";"Koko maa";"Tietojenkäsittely ja tietoliikenne (ICT)";1801;741;41;614;34;127;7;359;20;472;26;229;13;1763;944;54;738;42;206;12;379;21;296;17;144;8
"2021";"32 Ammatillinen peruskoulutus";"Miehet";"Uusimaa";"Tietojenkäsittely ja tietoliikenne (ICT)";546;259;47;204;37;55;10;88;16;123;23;76;14;529;324;61;258;49;66;12;77;15;89;17;39;7
"2021";"32 Ammatillinen peruskoulutus";"Miehet";"Varsinais-Suomi";"Tietojenkäsittely ja tietoliikenne (ICT)";148;64;43;55;37;9;6;21;14;39;26;24;16;173;101;58;76;44;25;14;42;24;18;10;12;7
"2021";"32 Ammatillinen peruskoulutus";"Miehet";"Satakunta";"Tietojenkäsittely ja tietoliikenne (ICT)";45;17;38;16;36;1;2;7;16;13;29;8;18;46;20;43;15;33;5;11;13;28;6;13;7;15
"2021";"32 Ammatillinen peruskoulutus";"Miehet";"Kanta-Häme";"Tietojenkäsittely ja tietoliikenne (ICT)";72;25;35;23;32;2;3;16;22;18;25;13;18;68;32;47;25;37;7;10;15;22;12;18;9;13
"2021";"32 Ammatillinen peruskoulutus";"Miehet";"Pirkanmaa";"Tietojenkäsittely ja tietoliikenne (ICT)";151;76;50;66;44;10;7;29;19;30;20;16;11;124;61;49;46;37;15;12;28;23;20;16;15;12
"2021";"32 Ammatillinen peruskoulutus";"Miehet";"Päijät-Häme";"Tietojenkäsittely ja tietoliikenne (ICT)";46;19;41;17;37;2;4;5;11;15;33;7;15;92;46;50;41;45;5;5;19;21;20;22;7;8
"2021";"32 Ammatillinen peruskoulutus";"Miehet";"Kymenlaakso";"Tietojenkäsittely ja tietoliikenne (ICT)";52;20;38;18;35;2;4;7;13;16;31;9;17;59;29;49;25;42;4;7;12;20;12;20;6;10
"2021";"32 Ammatillinen peruskoulutus";"Miehet";"Etelä-Karjala";"Tietojenkäsittely ja tietoliikenne (ICT)";49;19;39;18;37;1;2;5;10;14;29;11;22;34;15;44;9;26;6;18;5;15;7;21;7;21
"2021";"32 Ammatillinen peruskoulutus";"Miehet";"Etelä-Savo";"Tietojenkäsittely ja tietoliikenne (ICT)";33;13;39;9;27;4;12;8;24;8;24;4;12;35;21;60;19;54;2;6;6;17;6;17;2;6
"2021";"32 Ammatillinen peruskoulutus";"Miehet";"Pohjois-Savo";"Tietojenkäsittely ja tietoliikenne (ICT)";72;33;46;29;40;4;6;15;21;20;28;4;6;70;30;43;24;34;6;9;16;23;19;27;5;7
"2021";"32 Ammatillinen peruskoulutus";"Miehet";"Pohjois-Karjala";"Tietojenkäsittely ja tietoliikenne (ICT)";44;15;34;14;32;1;2;8;18;15;34;6;14;48;23;48;21;44;2;4;7;15;14;29;4;8
"2021";"32 Ammatillinen peruskoulutus";"Miehet";"Keski-Suomi";"Tietojenkäsittely ja tietoliikenne (ICT)";101;37;37;33;33;4;4;22;22;36;36;6;6;77;36;47;29;38;7;9;24;31;14;18;3;4
"2021";"32 Ammatillinen peruskoulutus";"Miehet";"Etelä-Pohjanmaa";"Tietojenkäsittely ja tietoliikenne (ICT)";83;29;35;26;31;3;4;16;19;27;33;11;13;65;29;45;20;31;9;14;19;29;11;17;6;9
"2021";"32 Ammatillinen peruskoulutus";"Miehet";"Pohjanmaa";"Tietojenkäsittely ja tietoliikenne (ICT)";73;28;38;19;26;9;12;25;34;12;16;8;11;63;42;67;32;51;10;16;16;25;3;5;2;3
"2021";"32 Ammatillinen peruskoulutus";"Miehet";"Keski-Pohjanmaa";"Tietojenkäsittely ja tietoliikenne (ICT)";24;7;29;5;21;2;8;7;29;6;25;4;17;29;14;48;9;31;5;17;7;24;4;14;4;14
"2021";"32 Ammatillinen peruskoulutus";"Miehet";"Pohjois-Pohjanmaa";"Tietojenkäsittely ja tietoliikenne (ICT)";164;50;30;38;23;12;7;47;29;53;32;14;9;156;73;47;52;33;21;13;42;27;30;19;11;7
"2021";"32 Ammatillinen peruskoulutus";"Miehet";"Kainuu";"Tietojenkäsittely ja tietoliikenne (ICT)";29;8;28;5;17;3;10;16;55;2;7;3;10;37;13;35;11;30;2;5;17;46;3;8;4;11
"2021";"32 Ammatillinen peruskoulutus";"Miehet";"Lappi";"Tietojenkäsittely ja tietoliikenne (ICT)";63;18;29;16;25;2;3;17;27;23;37;5;8;40;22;55;15;38;7;18;11;28;6;15;1;3
"2021";"32 Ammatillinen peruskoulutus";"Miehet";"Ahvenanmaa";"Tietojenkäsittely ja tietoliikenne (ICT)";6;.;.;.;.;.;.;.;.;.;.;.;.;18;13;72;11;61;2;11;3;17;2;11;.;.
"2021";"32 Ammatillinen peruskoulutus";"Miehet";"Tuntematon";"Tietojenkäsittely ja tietoliikenne (ICT)";.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
"2021";"32 Ammatillinen peruskoulutus";"Naiset";"Koko maa";"Tietojenkäsittely ja tietoliikenne (ICT)";168;94;56;71;42;23;14;30;18;30;18;14;8;150;83;55;70;47;13;9;33;22;26;17;8;5
"2021";"32 Ammatillinen peruskoulutus";"Naiset";"Uusimaa";"Tietojenkäsittely ja tietoliikenne (ICT)";62;43;69;33;53;10;16;7;11;8;13;4;6;53;29;55;25;47;4;8;9;17;12;23;3;6
"2021";"32 Ammatillinen peruskoulutus";"Naiset";"Varsinais-Suomi";"Tietojenkäsittely ja tietoliikenne (ICT)";8;.;.;.;.;.;.;.;.;.;.;.;.;10;6;60;4;40;2;20;3;30;1;10;.;.
"2021";"32 Ammatillinen peruskoulutus";"Naiset";"Satakunta";"Tietojenkäsittely ja tietoliikenne (ICT)";5;.;.;.;.;.;.;.;.;.;.;.;.;3;.;.;.;.;.;.;.;.;.;.;.;.
"2021";"32 Ammatillinen peruskoulutus";"Naiset";"Kanta-Häme";"Tietojenkäsittely ja tietoliikenne (ICT)";9;.;.;.;.;.;.;.;.;.;.;.;.;2;.;.;.;.;.;.;.;.;.;.;.;.
"2021";"32 Ammatillinen peruskoulutus";"Naiset";"Pirkanmaa";"Tietojenkäsittely ja tietoliikenne (ICT)";19;14;74;11;58;3;16;2;11;1;5;2;11;14;9;64;8;57;1;7;3;21;2;14;.;.
"2021";"32 Ammatillinen peruskoulutus";"Naiset";"Päijät-Häme";"Tietojenkäsittely ja tietoliikenne (ICT)";5;.;.;.;.;.;.;.;.;.;.;.;.;7;.;.;.;.;.;.;.;.;.;.;.;.
"2021";"32 Ammatillinen peruskoulutus";"Naiset";"Kymenlaakso";"Tietojenkäsittely ja tietoliikenne (ICT)";4;.;.;.;.;.;.;.;.;.;.;.;.;2;.;.;.;.;.;.;.;.;.;.;.;.
"2021";"32 Ammatillinen peruskoulutus";"Naiset";"Etelä-Karjala";"Tietojenkäsittely ja tietoliikenne (ICT)";3;.;.;.;.;.;.;.;.;.;.;.;.;1;.;.;.;.;.;.;.;.;.;.;.;.
"2021";"32 Ammatillinen peruskoulutus";"Naiset";"Etelä-Savo";"Tietojenkäsittely ja tietoliikenne (ICT)";4;.;.;.;.;.;.;.;.;.;.;.;.;3;.;.;.;.;.;.;.;.;.;.;.;.
"2021";"32 Ammatillinen peruskoulutus";"Naiset";"Pohjois-Savo";"Tietojenkäsittely ja tietoliikenne (ICT)";4;.;.;.;.;.;.;.;.;.;.;.;.;6;.;.;.;.;.;.;.;.;.;.;.;.
"2021";"32 Ammatillinen peruskoulutus";"Naiset";"Pohjois-Karjala";"Tietojenkäsittely ja tietoliikenne (ICT)";4;.;.;.;.;.;.;.;.;.;.;.;.;5;.;.;.;.;.;.;.;.;.;.;.;.
"2021";"32 Ammatillinen peruskoulutus";"Naiset";"Keski-Suomi";"Tietojenkäsittely ja tietoliikenne (ICT)";10;3;30;2;20;1;10;3;30;3;30;1;10;10;7;70;6;60;1;10;.;.;3;30;.;.
"2021";"32 Ammatillinen peruskoulutus";"Naiset";"Etelä-Pohjanmaa";"Tietojenkäsittely ja tietoliikenne (ICT)";3;.;.;.;.;.;.;.;.;.;.;.;.;6;.;.;.;.;.;.;.;.;.;.;.;.
"2021";"32 Ammatillinen peruskoulutus";"Naiset";"Pohjanmaa";"Tietojenkäsittely ja tietoliikenne (ICT)";4;.;.;.;.;.;.;.;.;.;.;.;.;6;.;.;.;.;.;.;.;.;.;.;.;.
"2021";"32 Ammatillinen peruskoulutus";"Naiset";"Keski-Pohjanmaa";"Tietojenkäsittely ja tietoliikenne (ICT)";2;.;.;.;.;.;.;.;.;.;.;.;.;4;.;.;.;.;.;.;.;.;.;.;.;.
"2021";"32 Ammatillinen peruskoulutus";"Naiset";"Pohjois-Pohjanmaa";"Tietojenkäsittely ja tietoliikenne (ICT)";12;7;58;5;42;2;17;2;17;3;25;.;.;14;.;.;7;50;.;.;3;21;3;21;1;7
"2021";"32 Ammatillinen peruskoulutus";"Naiset";"Kainuu";"Tietojenkäsittely ja tietoliikenne (ICT)";2;.;.;.;.;.;.;.;.;.;.;.;.;1;.;.;.;.;.;.;.;.;.;.;.;.
"2021";"32 Ammatillinen peruskoulutus";"Naiset";"Lappi";"Tietojenkäsittely ja tietoliikenne (ICT)";6;.;.;.;.;.;.;.;.;.;.;.;.;1;.;.;.;.;.;.;.;.;.;.;.;.
"2021";"32 Ammatillinen peruskoulutus";"Naiset";"Ahvenanmaa";"Tietojenkäsittely ja tietoliikenne (ICT)";2;.;.;.;.;.;.;.;.;.;.;.;.;2;.;.;.;.;.;.;.;.;.;.;.;.
"2021";"32 Ammatillinen peruskoulutus";"Naiset";"Tuntematon";"Tietojenkäsittely ja tietoliikenne (ICT)";.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
"2022";"32 Ammatillinen peruskoulutus";"Sukupuolet yhteensä";"Koko maa";"Tietojenkäsittely ja tietoliikenne (ICT)";2071;945;46;795;38;150;7;348;17;505;24;273;13;1991;1089;55;813;41;276;14;449;23;296;15;157;8
"2022";"32 Ammatillinen peruskoulutus";"Sukupuolet yhteensä";"Uusimaa";"Tietojenkäsittely ja tietoliikenne (ICT)";737;385;52;325;44;60;8;99;13;153;21;100;14;624;389;62;292;47;97;16;104;17;84;13;47;8
"2022";"32 Ammatillinen peruskoulutus";"Sukupuolet yhteensä";"Varsinais-Suomi";"Tietojenkäsittely ja tietoliikenne (ICT)";143;67;47;56;39;11;8;25;17;27;19;24;17;174;100;57;77;44;23;13;41;24;19;11;14;8
"2022";"32 Ammatillinen peruskoulutus";"Sukupuolet yhteensä";"Satakunta";"Tietojenkäsittely ja tietoliikenne (ICT)";60;18;30;12;20;6;10;10;17;20;33;12;20;48;26;54;16;33;10;21;12;25;9;19;1;2
"2022";"32 Ammatillinen peruskoulutus";"Sukupuolet yhteensä";"Kanta-Häme";"Tietojenkäsittely ja tietoliikenne (ICT)";79;34;43;30;38;4;5;18;23;14;18;13;16;87;40;46;33;38;7;8;29;33;12;14;6;7
"2022";"32 Ammatillinen peruskoulutus";"Sukupuolet yhteensä";"Pirkanmaa";"Tietojenkäsittely ja tietoliikenne (ICT)";149;68;46;61;41;7;5;20;13;36;24;25;17;149;87;58;63;42;24;16;36;24;13;9;13;9
"2022";"32 Ammatillinen peruskoulutus";"Sukupuolet yhteensä";"Päijät-Häme";"Tietojenkäsittely ja tietoliikenne (ICT)";70;29;41;24;34;5;7;14;20;20;29;7;10;73;30;41;19;26;11;15;13;18;23;32;7;10
"2022";"32 Ammatillinen peruskoulutus";"Sukupuolet yhteensä";"Kymenlaakso";"Tietojenkäsittely ja tietoliikenne (ICT)";55;18;33;16;29;2;4;9;16;18;33;10;18;66;24;36;21;32;3;5;28;42;10;15;4;6
"2022";"32 Ammatillinen peruskoulutus";"Sukupuolet yhteensä";"Etelä-Karjala";"Tietojenkäsittely ja tietoliikenne (ICT)";45;19;42;18;40;1;2;4;9;15;33;7;16;46;19;41;16;35;3;7;8;17;12;26;7;15
"2022";"32 Ammatillinen peruskoulutus";"Sukupuolet yhteensä";"Etelä-Savo";"Tietojenkäsittely ja tietoliikenne (ICT)";53;23;43;19;36;4;8;7;13;15;28;8;15;47;24;51;19;40;5;11;9;19;7;15;7;15
"2022";"32 Ammatillinen peruskoulutus";"Sukupuolet yhteensä";"Pohjois-Savo";"Tietojenkäsittely ja tietoliikenne (ICT)";83;37;45;34;41;3;4;13;16;27;33;6;7;91;49;54;39;43;10;11;23;25;16;18;3;3
"2022";"32 Ammatillinen peruskoulutus";"Sukupuolet yhteensä";"Pohjois-Karjala";"Tietojenkäsittely ja tietoliikenne (ICT)";68;26;38;22;32;4;6;9;13;25;37;8;12;54;28;52;18;33;10;19;7;13;15;28;4;7
"2022";"32 Ammatillinen peruskoulutus";"Sukupuolet yhteensä";"Keski-Suomi";"Tietojenkäsittely ja tietoliikenne (ICT)";109;43;39;37;34;6;6;27;25;29;27;10;9;110;58;53;39;35;19;17;27;25;22;20;3;3
"2022";"32 Ammatillinen peruskoulutus";"Sukupuolet yhteensä";"Etelä-Pohjanmaa";"Tietojenkäsittely ja tietoliikenne (ICT)";75;29;39;21;28;8;11;16;21;18;24;12;16;77;47;61;36;47;11;14;13;17;11;14;6;8
"2022";"32 Ammatillinen peruskoulutus";"Sukupuolet yhteensä";"Pohjanmaa";"Tietojenkäsittely ja tietoliikenne (ICT)";66;34;52;26;39;8;12;16;24;7;11;9;14;62;41;66;31;50;10;16;11;18;3;5;7;11
"2022";"32 Ammatillinen peruskoulutus";"Sukupuolet yhteensä";"Keski-Pohjanmaa";"Tietojenkäsittely ja tietoliikenne (ICT)";23;11;48;9;39;2;9;2;9;8;35;2;9;25;14;56;10;40;4;16;5;20;4;16;2;8
"2022";"32 Ammatillinen peruskoulutus";"Sukupuolet yhteensä";"Pohjois-Pohjanmaa";"Tietojenkäsittely ja tietoliikenne (ICT)";151;62;41;50;33;12;8;30;20;47;31;12;8;171;80;47;61;36;19;11;52;30;21;12;18;11
"2022";"32 Ammatillinen peruskoulutus";"Sukupuolet yhteensä";"Kainuu";"Tietojenkäsittely ja tietoliikenne (ICT)";38;16;42;15;39;1;3;14;37;6;16;2;5;36;11;31;10;28;1;3;14;39;6;17;5;14
"2022";"32 Ammatillinen peruskoulutus";"Sukupuolet yhteensä";"Lappi";"Tietojenkäsittely ja tietoliikenne (ICT)";57;18;32;15;26;3;5;14;25;19;33;6;11;39;15;38;11;28;4;10;13;33;9;23;2;5
"2022";"32 Ammatillinen peruskoulutus";"Sukupuolet yhteensä";"Ahvenanmaa";"Tietojenkäsittely ja tietoliikenne (ICT)";10;8;80;5;50;3;30;1;10;1;10;.;.;12;7;58;2;17;5;42;4;33;.;.;1;8
"2022";"32 Ammatillinen peruskoulutus";"Sukupuolet yhteensä";"Tuntematon";"Tietojenkäsittely ja tietoliikenne (ICT)";.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
"2022";"32 Ammatillinen peruskoulutus";"Miehet";"Koko maa";"Tietojenkäsittely ja tietoliikenne (ICT)";1851;841;45;716;39;125;7;302;16;455;25;253;14;1813;995;55;742;41;253;14;413;23;271;15;134;7
"2022";"32 Ammatillinen peruskoulutus";"Miehet";"Uusimaa";"Tietojenkäsittely ja tietoliikenne (ICT)";645;328;51;278;43;50;8;88;14;136;21;93;14;549;336;61;247;45;89;16;97;18;74;13;42;8
"2022";"32 Ammatillinen peruskoulutus";"Miehet";"Varsinais-Suomi";"Tietojenkäsittely ja tietoliikenne (ICT)";123;57;46;52;42;5;4;21;17;23;19;22;18;161;96;60;76;47;20;12;35;22;17;11;13;8
"2022";"32 Ammatillinen peruskoulutus";"Miehet";"Satakunta";"Tietojenkäsittely ja tietoliikenne (ICT)";55;16;29;10;18;6;11;8;15;19;35;12;22;44;23;52;15;34;8;18;12;27;8;18;1;2
"2022";"32 Ammatillinen peruskoulutus";"Miehet";"Kanta-Häme";"Tietojenkäsittely ja tietoliikenne (ICT)";74;34;46;30;41;4;5;17;23;11;15;12;16;84;39;46;33;39;6;7;29;35;11;13;5;6
"2022";"32 Ammatillinen peruskoulutus";"Miehet";"Pirkanmaa";"Tietojenkäsittely ja tietoliikenne (ICT)";132;63;48;57;43;6;5;15;11;32;24;22;17;138;83;60;60;43;23;17;31;22;13;9;11;8
"2022";"32 Ammatillinen peruskoulutus";"Miehet";"Päijät-Häme";"Tietojenkäsittely ja tietoliikenne (ICT)";65;25;38;21;32;4;6;13;20;20;31;7;11;66;28;42;17;26;11;17;11;17;21;32;6;9
"2022";"32 Ammatillinen peruskoulutus";"Miehet";"Kymenlaakso";"Tietojenkäsittely ja tietoliikenne (ICT)";46;15;33;13;28;2;4;7;15;15;33;9;20;61;23;38;20;33;3;5;26;43;10;16;2;3
"2022";"32 Ammatillinen peruskoulutus";"Miehet";"Etelä-Karjala";"Tietojenkäsittely ja tietoliikenne (ICT)";43;19;44;18;42;1;2;2;5;15;35;7;16;44;18;41;15;34;3;7;8;18;12;27;6;14
"2022";"32 Ammatillinen peruskoulutus";"Miehet";"Etelä-Savo";"Tietojenkäsittely ja tietoliikenne (ICT)";50;21;42;17;34;4;8;7;14;14;28;8;16;43;23;53;18;42;5;12;9;21;6;14;5;12
"2022";"32 Ammatillinen peruskoulutus";"Miehet";"Pohjois-Savo";"Tietojenkäsittely ja tietoliikenne (ICT)";80;35;44;32;40;3;4;12;15;27;34;6;8;83;44;53;37;45;7;8;22;27;14;17;3;4
"2022";"32 Ammatillinen peruskoulutus";"Miehet";"Pohjois-Karjala";"Tietojenkäsittely ja tietoliikenne (ICT)";63;24;38;21;33;3;5;8;13;23;37;8;13;48;28;58;18;38;10;21;5;10;12;25;3;6
"2022";"32 Ammatillinen peruskoulutus";"Miehet";"Keski-Suomi";"Tietojenkäsittely ja tietoliikenne (ICT)";87;36;41;33;38;3;3;21;24;23;26;7;8;107;57;53;38;36;19;18;25;23;22;21;3;3
"2022";"32 Ammatillinen peruskoulutus";"Miehet";"Etelä-Pohjanmaa";"Tietojenkäsittely ja tietoliikenne (ICT)";73;28;38;20;27;8;11;16;22;18;25;11;15;70;41;59;33;47;8;11;13;19;10;14;6;9
"2022";"32 Ammatillinen peruskoulutus";"Miehet";"Pohjanmaa";"Tietojenkäsittely ja tietoliikenne (ICT)";59;32;54;24;41;8;14;13;22;7;12;7;12;57;39;68;29;51;10;18;10;18;3;5;5;9
"2022";"32 Ammatillinen peruskoulutus";"Miehet";"Keski-Pohjanmaa";"Tietojenkäsittely ja tietoliikenne (ICT)";22;10;45;8;36;2;9;2;9;8;36;2;9;23;12;52;8;35;4;17;5;22;4;17;2;9
"2022";"32 Ammatillinen peruskoulutus";"Miehet";"Pohjois-Pohjanmaa";"Tietojenkäsittely ja tietoliikenne (ICT)";142;59;42;49;35;10;7;30;21;41;29;12;8;159;75;47;56;35;19;12;48;30;21;13;15;9
"2022";"32 Ammatillinen peruskoulutus";"Miehet";"Kainuu";"Tietojenkäsittely ja tietoliikenne (ICT)";34;.;.;14;41;.;.;13;38;5;15;2;6;34;11;32;10;29;1;3;14;41;4;12;5;15
"2022";"32 Ammatillinen peruskoulutus";"Miehet";"Lappi";"Tietojenkäsittely ja tietoliikenne (ICT)";50;18;36;15;30;3;6;9;18;17;34;6;12;34;13;38;10;29;3;9;11;32;9;26;1;3
"2022";"32 Ammatillinen peruskoulutus";"Miehet";"Ahvenanmaa";"Tietojenkäsittely ja tietoliikenne (ICT)";8;.;.;.;.;.;.;.;.;.;.;.;.;8;.;.;.;.;.;.;.;.;.;.;.;.
"2022";"32 Ammatillinen peruskoulutus";"Miehet";"Tuntematon";"Tietojenkäsittely ja tietoliikenne (ICT)";.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
"2022";"32 Ammatillinen peruskoulutus";"Naiset";"Koko maa";"Tietojenkäsittely ja tietoliikenne (ICT)";220;104;47;79;36;25;11;46;21;50;23;20;9;178;94;53;71;40;23;13;36;20;25;14;23;13
"2022";"32 Ammatillinen peruskoulutus";"Naiset";"Uusimaa";"Tietojenkäsittely ja tietoliikenne (ICT)";92;57;62;47;51;10;11;11;12;17;18;7;8;75;53;71;45;60;8;11;7;9;10;13;5;7
"2022";"32 Ammatillinen peruskoulutus";"Naiset";"Varsinais-Suomi";"Tietojenkäsittely ja tietoliikenne (ICT)";20;10;50;4;20;6;30;4;20;4;20;2;10;13;4;31;1;8;3;23;6;46;2;15;1;8
"2022";"32 Ammatillinen peruskoulutus";"Naiset";"Satakunta";"Tietojenkäsittely ja tietoliikenne (ICT)";5;.;.;.;.;.;.;.;.;.;.;.;.;4;.;.;.;.;.;.;.;.;.;.;.;.
"2022";"32 Ammatillinen peruskoulutus";"Naiset";"Kanta-Häme";"Tietojenkäsittely ja tietoliikenne (ICT)";5;.;.;.;.;.;.;.;.;.;.;.;.;3;.;.;.;.;.;.;.;.;.;.;.;.
"2022";"32 Ammatillinen peruskoulutus";"Naiset";"Pirkanmaa";"Tietojenkäsittely ja tietoliikenne (ICT)";17;5;29;4;24;1;6;5;29;4;24;3;18;11;4;36;3;27;1;9;5;45;.;.;2;18
"2022";"32 Ammatillinen peruskoulutus";"Naiset";"Päijät-Häme";"Tietojenkäsittely ja tietoliikenne (ICT)";5;.;.;.;.;.;.;.;.;.;.;.;.;7;.;.;.;.;.;.;.;.;.;.;.;.
"2022";"32 Ammatillinen peruskoulutus";"Naiset";"Kymenlaakso";"Tietojenkäsittely ja tietoliikenne (ICT)";9;.;.;.;.;.;.;.;.;.;.;.;.;5;.;.;.;.;.;.;.;.;.;.;.;.
"2022";"32 Ammatillinen peruskoulutus";"Naiset";"Etelä-Karjala";"Tietojenkäsittely ja tietoliikenne (ICT)";2;.;.;.;.;.;.;.;.;.;.;.;.;2;.;.;.;.;.;.;.;.;.;.;.;.
"2022";"32 Ammatillinen peruskoulutus";"Naiset";"Etelä-Savo";"Tietojenkäsittely ja tietoliikenne (ICT)";3;.;.;.;.;.;.;.;.;.;.;.;.;4;.;.;.;.;.;.;.;.;.;.;.;.
"2022";"32 Ammatillinen peruskoulutus";"Naiset";"Pohjois-Savo";"Tietojenkäsittely ja tietoliikenne (ICT)";3;.;.;.;.;.;.;.;.;.;.;.;.;8;.;.;.;.;.;.;.;.;.;.;.;.
"2022";"32 Ammatillinen peruskoulutus";"Naiset";"Pohjois-Karjala";"Tietojenkäsittely ja tietoliikenne (ICT)";5;.;.;.;.;.;.;.;.;.;.;.;.;6;.;.;.;.;.;.;.;.;.;.;.;.
"2022";"32 Ammatillinen peruskoulutus";"Naiset";"Keski-Suomi";"Tietojenkäsittely ja tietoliikenne (ICT)";22;7;32;4;18;3;14;6;27;6;27;3;14;3;.;.;.;.;.;.;.;.;.;.;.;.
"2022";"32 Ammatillinen peruskoulutus";"Naiset";"Etelä-Pohjanmaa";"Tietojenkäsittely ja tietoliikenne (ICT)";2;.;.;.;.;.;.;.;.;.;.;.;.;7;.;.;.;.;.;.;.;.;.;.;.;.
"2022";"32 Ammatillinen peruskoulutus";"Naiset";"Pohjanmaa";"Tietojenkäsittely ja tietoliikenne (ICT)";7;.;.;.;.;.;.;.;.;.;.;.;.;5;.;.;.;.;.;.;.;.;.;.;.;.
"2022";"32 Ammatillinen peruskoulutus";"Naiset";"Keski-Pohjanmaa";"Tietojenkäsittely ja tietoliikenne (ICT)";1;.;.;.;.;.;.;.;.;.;.;.;.;2;.;.;.;.;.;.;.;.;.;.;.;.
"2022";"32 Ammatillinen peruskoulutus";"Naiset";"Pohjois-Pohjanmaa";"Tietojenkäsittely ja tietoliikenne (ICT)";9;.;.;.;.;.;.;.;.;.;.;.;.;12;.;.;5;42;.;.;4;33;.;.;3;25
"2022";"32 Ammatillinen peruskoulutus";"Naiset";"Kainuu";"Tietojenkäsittely ja tietoliikenne (ICT)";4;.;.;.;.;.;.;.;.;.;.;.;.;2;.;.;.;.;.;.;.;.;.;.;.;.
"2022";"32 Ammatillinen peruskoulutus";"Naiset";"Lappi";"Tietojenkäsittely ja tietoliikenne (ICT)";7;.;.;.;.;.;.;.;.;.;.;.;.;5;.;.;.;.;.;.;.;.;.;.;.;.
"2022";"32 Ammatillinen peruskoulutus";"Naiset";"Ahvenanmaa";"Tietojenkäsittely ja tietoliikenne (ICT)";2;.;.;.;.;.;.;.;.;.;.;.;.;4;.;.;.;.;.;.;.;.;.;.;.;.
"2022";"32 Ammatillinen peruskoulutus";"Naiset";"Tuntematon";"Tietojenkäsittely ja tietoliikenne (ICT)";.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
